가게명,카테고리,지번주소,도로명주소,전화번호,lon,lat,카카오_url,검색어,tm_x,tm_y,상권_코드,상권_코드_명,nearest_dist_m
정진보이차,음식점 > 카페 > 전통찻집,서울 종로구 견지동 68-18,서울 종로구 우정국로 52,010-4117-3893,126.98314439532508,37.57360942465669,http://place.map.kakao.com/1239607293,사직동 찻집,198511.0000000013,452674.0000000187,3120008,인사동,186.93581785809303
흙다방,음식점 > 카페 > 전통찻집,서울 중구 을지로2가 149-10,서울 중구 을지로 지하 88,02-6748-8000,126.986868880059,37.5661523585111,http://place.map.kakao.com/587969428,소공동 찻집,198839.8999999904,451846.3000006983,3120029,을지로2가,133.58330789024564
사랑채,음식점 > 카페 > 전통찻집,서울 중구 장교동 1,서울 중구 삼일대로 363,02-752-0887,126.9870509416448,37.56715518708459,http://place.map.kakao.com/109214681,소공동 찻집,198855.99999999127,451957.6000006998,3120029,을지로2가,238.24097108361175
예평,음식점 > 카페 > 전통찻집,서울 용산구 이태원동 227-28,서울 용산구 회나무로25길 1,010-5121-4990,126.9914458660238,37.53994274674658,http://place.map.kakao.com/1965953969,회현동 찻집,199243.99999999985,448937.3000000207,3110085,경리단길남측,132.27127430188352
티하우스일지 한남점,음식점 > 카페 > 전통찻집,서울 용산구 한남동 745-6,서울 용산구 이태원로45길 22,,126.9984397332,37.5365543842281,http://place.map.kakao.com/659721597,회현동 티하우스,199862.10000001467,448561.2000007471,3110091,리움미술관,41.25348396462832
델픽 안국플래그십스토어,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 종로구 계동 133-6,서울 종로구 계동길 84-3,02-742-9147,126.9869692521386,37.58125034027411,http://place.map.kakao.com/1025005200,숭인1동 티카페,198848.9999999948,453522.00000067806,3110018,중앙고등학교,171.40595022496672
보성다원,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 중구 필동2가 37-1,서울 중구 퇴계로 224,,126.996672430518,37.5615804853488,http://place.map.kakao.com/130459449,숭인1동 다원,199706.000000016,451338.8000007076,3120032,충무로역,154.27585693464022
오므오트,음식점 > 카페 > 전통찻집,서울 성동구 성수동1가 685-345,서울 성동구 서울숲2길 12,010-2425-9192,127.039945805106,37.5472226825663,http://place.map.kakao.com/427863656,황학동 찻집,203530.00000002605,449746.00000073086,3110120,서울숲카페거리,98.99999997395209
티룸,음식점 > 카페,서울 성동구 성수동1가 685-317,서울 성동구 서울숲길 52,,127.043205250676,37.5479351259773,http://place.map.kakao.com/137252852,황학동 티룸,203818.00000003245,449825.2000007329,3110120,서울숲카페거리,204.9234982337517
리브르 티하우스 성수,음식점 > 카페,서울 성동구 성수동1가 668-64,서울 성동구 서울숲4길 20,,127.043012447699,37.5471909713625,http://place.map.kakao.com/1245434322,황학동 티하우스,203801.00000000437,449742.6000000201,3110120,서울숲카페거리,172.03360137297292
지유명차 용산점,음식점 > 카페 > 전통찻집,서울 용산구 용문동 32-28,서울 용산구 새창로20길 3,0507-1320-9043,126.959455866271,37.5383242073277,http://place.map.kakao.com/1889234298,원효로2동 찻집,196416.70000000697,448758.40000075,3110060,효창공원앞역 6번,78.1527351644346
온넬,음식점 > 카페 > 전통찻집,서울 용산구 한강로3가 100,서울 용산구 한강대로 37,,126.963086633232,37.5248247953496,http://place.map.kakao.com/1962040935,원효로2동 찻집,196736.99999996257,447260.0000000197,3110062,한강로동땡땡거리(은행나무길),95.70788887158338
무심헌 용산점,음식점 > 카페 > 전통찻집,서울 용산구 한강로2가 113-2,서울 용산구 한강대로44길 10,02-6101-2125,126.9704126018484,37.53091042221498,http://place.map.kakao.com/1973316063,원효로2동 찻집,197384.79999998127,447935.2000007597,3110073,삼각지역 3번,196.86309951284343
다인전통찻집,음식점 > 카페 > 전통찻집,서울 마포구 대흥동 12-1,서울 마포구 신촌로 182,,126.945667012953,37.556443159523,http://place.map.kakao.com/213867029,원효로2동 찻집,195199.2000000021,450770.0000007135,3110582,이대역 5번,167.63006942809642
사랑방,음식점 > 카페 > 전통찻집,서울 영등포구 여의도동 35-2,서울 영등포구 국제금융로6길 30,,126.926574475482,37.521765955821,http://place.map.kakao.com/8343896,원효로2동 찻집,193509.1999999253,446922.4000007763,3120149,여의도역(여의도),105.44097798316749
지유명차 여의도점,음식점 > 카페 > 전통찻집,서울 영등포구 여의도동 36-2,서울 영등포구 국제금융로6길 33,010-7685-1707,126.9269148023,37.5207822719756,http://place.map.kakao.com/1611344386,원효로2동 찻집,193539.19999993537,446813.2000007799,3120149,여의도역(여의도),218.68671579151945
더느림카페,음식점 > 카페 > 전통찻집,서울 서대문구 대현동 54-28,서울 서대문구 이화여대2가길 19,,126.94606860879,37.5582561501111,http://place.map.kakao.com/966130598,원효로2동 찻집,195234.79999993305,450971.2000007206,3130179,"이화여대 3,5,7길 상점가",93.89398273312229
대현동전통찻집,음식점 > 카페 > 전통찻집,서울 서대문구 대현동 27-20,서울 서대문구 신촌역로 16,,126.943156720096,37.5580313368353,http://place.map.kakao.com/1704692758,원효로2동 찻집,194977.4999999746,450946.4000007144,3120096,"이화여대(이대역, 이대)",56.861321967124965
차향기,음식점 > 카페 > 전통찻집,서울 영등포구 여의도동 35-5,서울 영등포구 여의나루로 42,02-785-9181,126.924991155576,37.5213721237516,http://place.map.kakao.com/24484049,원효로2동 찻집,193369.19999994108,446878.8000007785,3120149,여의도역(여의도),183.25468558019008
박수진전통찻집,음식점 > 카페 > 전통찻집,서울 영등포구 여의도동 14-24,서울 영등포구 국회대로68길 11,,126.919686389764,37.5292091553224,http://place.map.kakao.com/581976470,원효로2동 찻집,192900.99999994293,447749.0000007664,3120148,국회의사당역(국회의사당),118.22859266059277
사유공간찻집,음식점 > 카페,서울 용산구 용산동6가 168-6,서울 용산구 서빙고로 137,02-749-6013,126.9818547006514,37.52364885686195,http://place.map.kakao.com/1254378703,원효로2동 찻집,198395.99999999057,447129.0000007718,3110078,이촌동점보아파트,681.1703171126248
티하우스레몬 신용산,음식점 > 카페,서울 용산구 한강로2가 422,서울 용산구 한강대로 95,02-798-9008,126.9674908159398,37.52970321313072,http://place.map.kakao.com/2137344875,원효로2동 티하우스,197126.4999999801,447801.3000007628,3120041,신용산역(용산역),375.7487725925414
오설록 티하우스 용산파크점,음식점 > 카페 > 오설록 티하우스,서울 용산구 한강로2가 424,서울 용산구 한강대로 100,070-5172-1170,126.9688489173758,37.52852957402794,http://place.map.kakao.com/1952344807,원효로2동 티하우스,197246.49999998303,447671.0000007639,3110073,삼각지역 3번,448.437564829089
산수화 티하우스,음식점 > 카페 > 전통찻집,서울 용산구 한남동 68-27,서울 용산구 한남대로20길 21-14,02-749-3138,127.008902085488,37.5353142821435,http://place.map.kakao.com/26965498,필동 티하우스,200786.80000001536,448423.6000007486,3110098,서울독일학교,186.42961102132213
팔공티 용산아이파크몰점,음식점 > 카페 > 팔공티,서울 용산구 한강로3가 40-999,서울 용산구 한강대로23길 55,,126.964322282747,37.5289418530856,http://place.map.kakao.com/1643221814,한강로동 티카페,196846.3999999582,447716.9000007627,3120041,신용산역(용산역),87.61261315237884
세라젬카페오가다 신사점,음식점 > 카페 > 전통찻집 > 오가다,서울 강남구 신사동 549-5,서울 강남구 압구정로 140,02-3445-0325,127.023996456712,37.5246371136363,http://place.map.kakao.com/108066694,이태원1동 찻집,202121.20000004963,447238.8000007669,3120188,압구정역,372.3942532085612
위긴티식스,음식점 > 카페,서울 용산구 이태원동 63-4,서울 용산구 이태원로14길 19,070-8869-2316,126.990794910744,37.5335302772141,http://place.map.kakao.com/2059596566,이태원1동 티카페,199186.39999995343,448225.600000753,3110082,용산구청,121.33144761766536
찻집 달리아,음식점 > 카페 > 전통찻집,서울 강남구 신사동 567-22,서울 강남구 압구정로28길 48,010-6327-7834,127.027444096515,37.5233677514146,http://place.map.kakao.com/2049545299,서빙고동 찻집,202426.00000003612,447098.0000007704,3120188,압구정역,239.63513856894028
지유명차 압구정점,음식점 > 카페 > 전통찻집,서울 강남구 신사동 583-3,서울 강남구 논현로 841,02-595-7555,127.0278799189602,37.52415152148452,http://place.map.kakao.com/806891065,서빙고동 찻집,202464.5000000161,447185.00000077125,3120188,압구정역,147.0450603530436
티하우스레몬 신반포점,음식점 > 카페,서울 서초구 반포동 19-4,서울 서초구 신반포로 194,02-595-6209,127.00705170846663,37.50606695004771,http://place.map.kakao.com/545511724,서빙고동 티하우스,200623.50000000044,445177.5000008014,3120167,고속터미널(고속터미널역),194.3669215181793
아도 티하우스 계영배점,음식점 > 카페 > 전통찻집,서울 강남구 신사동 616-6,서울 강남구 언주로173길 16,0507-1354-7490,127.0321634729324,37.528186921983256,http://place.map.kakao.com/901731227,응봉동 찻집,202842.99999999796,447633.0000000213,3120195,성수대교남단,210.850658057453
맥파이앤타이거 성수티룸,음식점 > 카페,서울 성동구 성수동2가 315-108,서울 성동구 성수이로 97,010-7431-5090,127.05658454691908,37.54364792526845,http://place.map.kakao.com/1492088819,응봉동 티룸,205000.5999999996,449350.0000000196,3120052,성수역,114.23992294967104
행복한뜨락,음식점 > 카페 > 전통찻집,서울 광진구 자양동 236,서울 광진구 동일로 56,010-9492-0450,127.0619251505675,37.53776892491227,http://place.map.kakao.com/604878835,성수1가2동 찻집,205473.0000000004,448697.8000000204,3130074,영동교골목시장,175.6520423965127
소로차실,음식점 > 카페 > 전통찻집,서울 강남구 청담동 119-8,서울 강남구 압구정로79길 8,,127.04776007676,37.5249596615398,http://place.map.kakao.com/1963987991,성수1가2동 찻집,204221.8000000408,447275.4000007705,3120208,청담사거리(청담동명품거리),15.178933512685406
티하우스 하다,음식점 > 카페,서울 강남구 청담동 16,서울 강남구 선릉로146길 54,,127.0440722846174,37.52138051126469,http://place.map.kakao.com/976913732,성수1가2동 티하우스,203896.0000000252,446878.000000776,3110976,언북초등학교,223.77890856281883
다루,음식점 > 카페 > 전통찻집,서울 광진구 중곡동 244-27,서울 광진구 능동로43길 38,010-2387-5675,127.079680751221,37.5617518638381,http://place.map.kakao.com/32633515,용답동 찻집,207040.00000005827,451360.80000070494,3110153,중곡1동주민센터,142.5083864236599
로해서울,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 59-17,서울 강남구 영동대로129길 20,,127.055731917847,37.5185563467127,http://place.map.kakao.com/2131434744,성수2가1동 찻집,204926.8999999888,446565.1000000163,3110988,청담역 3번,134.09556293183078
지유명차 청담점,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 1-4,서울 강남구 선릉로 670,02-517-5634,127.041748409823,37.5166889311328,http://place.map.kakao.com/18176517,성수2가1동 찻집,203690.79999999213,446357.2000007788,3120203,강남구청역,105.92015896492418
봉은사 연회다원,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 73,서울 강남구 봉은사로 531,02-3218-4970,127.05728004208191,37.51500024649973,http://place.map.kakao.com/407185168,성수2가1동 찻집,205064.000000031,446170.5000007862,3110991,삼성중앙역 5번,298.401156915944
보이다원,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 24-21,서울 강남구 삼성로115길 16-5,02-545-3983,127.05049101479,37.5149546894921,http://place.map.kakao.com/1457443107,성수2가1동 찻집,204463.7999999709,446165.1000000181,3110982,강남구보훈회관,64.28724598243201
토끼의시골집,음식점 > 카페,서울 광진구 자양동 598-8,서울 광진구 뚝섬로46길 39,0507-1485-0773,127.076629580381,37.5310325268049,http://place.map.kakao.com/1602893273,성수2가1동 티룸,206773.20000000144,447951.1000007556,3110151,자양한강도서관,41.54094344019641
티하우스 청담,음식점 > 카페,서울 강남구 삼성동 57-11,서울 강남구 삼성로120길 52-1,010-2734-4109,127.05462588419054,37.51890825465803,http://place.map.kakao.com/842804455,성수2가1동 티하우스,204829.10000002905,446604.10000077874,3110988,청담역 3번,75.7180302701225
녹원,음식점 > 카페 > 전통찻집,서울 동대문구 회기동 16-43,서울 동대문구 경희대로 14,02-6081-2018,127.05273793630664,37.592771985615606,http://place.map.kakao.com/8232347,청계천박물관 찻집,204657.60000002795,454802.00000066,3120064,경희대학교(경희대),38.68281323415349
행복전통차,음식점 > 카페 > 전통찻집,서울 송파구 신천동 7,서울 송파구 올림픽로35길 104,0502-5552-6915,127.103770483815,37.5200366940963,http://place.map.kakao.com/1253367354,자양2동 찻집,209173.499999981,446733.0000000159,3111011,잠실나루역,125.09296542305812
고호재 잠실 롯데월드몰점,음식점 > 카페 > 전통찻집,서울 송파구 신천동 29,서울 송파구 올림픽로 300,02-3213-4561,127.10448202125885,37.51355605203969,http://place.map.kakao.com/400486337,자양2동 찻집,209237.20000005575,446013.800000788,3120227,잠실역,288.0928321866317
로네펠트티하우스 코엑스점,음식점 > 카페,서울 강남구 삼성동 159,서울 강남구 영동대로 513,02-551-1823,127.05970168588811,37.51062827671764,http://place.map.kakao.com/26897614,자양2동 티하우스,205278.4000000332,445685.4000007927,3001496,강남 마이스 관광특구,50.72790079966048
티하우스일지 현대백화점무역센터점,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 159-7,서울 강남구 테헤란로 517,,127.059799582126,37.5085766398773,http://place.map.kakao.com/318735925,자양4동 찻집,205287.20000002123,445457.7000000165,3001496,강남 마이스 관광특구,278.3485764128237
수잔라메종 티룸,음식점 > 카페,서울 강남구 삼성동 117-16,서울 강남구 봉은사로78길 8,,127.052660821745,37.512184055892,http://place.map.kakao.com/1586511568,자양4동 티룸,204655.80000002397,445857.7000000181,3120213,삼성중앙역,118.79616996317226
하루의에프터눈티,음식점 > 카페,서울 광진구 중곡동 69-18,서울 광진구 긴고랑로 153,,127.091985726576,37.5587741343468,http://place.map.kakao.com/577760983,중곡4동 티카페,208127.50000003,451031.3000007166,3110176,해오름공원,107.28438913222811
정성찻집,음식점 > 카페 > 전통찻집,서울 강동구 천호동 288-28,서울 강동구 상암로12길 9,02-470-9278,127.128483973837,37.5491759716047,http://place.map.kakao.com/1303524998,광장동 찻집,211353.8000000345,449969.8000007256,3130320,암사종합시장,198.7336904473182
티하우스,음식점 > 카페,서울 강동구 암사동 504-1,서울 강동구 상암로5길 77,010-2957-2932,127.1280968862,37.5537651732943,http://place.map.kakao.com/1242236586,광장동 티하우스,211318.90000002543,450479.1000007181,3111054,암사역 4번(삼성광나루아파트),23.58007574498541
카페티에드,음식점 > 카페 > 커피전문점,서울 강동구 천호동 409-50,서울 강동구 천호대로157길 52,02-475-0011,127.127986033872,37.5398980274511,http://place.map.kakao.com/868075887,광장동 티카페,211311.2000000963,448940.0000007411,3130318,로데오거리상점가,115.42200888304694
별찻집커피,음식점 > 카페,서울 중랑구 중화동 302-49,서울 중랑구 동일로123길 34,,127.078190509343,37.5978367569829,http://place.map.kakao.com/1564806108,회기역 찻집,206905.0000000353,455365.7000006512,3110245,KB국민은행 중화동지점,98.01372406661608
양원재,음식점 > 카페 > 전통찻집,서울 중랑구 중화동 450,서울 중랑구 동일로 752,010-7914-8809,127.08068681169964,37.59729538323916,http://place.map.kakao.com/194615257,회기동 찻집,207125.50000004345,455305.8000006512,3110245,KB국민은행 중화동지점,171.16275893350195
T&J카페,음식점 > 카페 > 전통찻집,서울 성북구 종암동 81-49,서울 성북구 종암로21길 89,02-925-2470,127.0316041238,37.602077765431,http://place.map.kakao.com/886857810,회기동 찻집,202790.8000000372,455834.0000006461,3110314,종암경찰서,124.91853397005416
티그라운드,음식점 > 카페,서울 동대문구 장안동 315-18,서울 동대문구 사가정로 272,02-6014-0770,127.0750785259166,37.579585573456704,http://place.map.kakao.com/27259173,장안2동 티카페,206631.8000000377,453339.80000068113,3110231,장안교,209.4642685946531
티하우스나니,음식점 > 카페 > 전통찻집,서울 중랑구 신내동 493-46,서울 중랑구 용마산로117길 26,02-433-2726,127.09883697749932,37.6003107103283,http://place.map.kakao.com/119112939,이문1동 찻집,208728.0000000533,455642.0000006461,3110273,장스여성병원,31.32091892318778
지유명차 미아점,음식점 > 카페 > 전통찻집,서울 강북구 미아동 197-19,서울 강북구 솔매로49길 8,,127.02687034896162,37.62676602561428,http://place.map.kakao.com/141289892,월곡1동 찻집,202372.0000000156,458574.00000060233,3120077,미아역,147.5567692434297
무위산방,음식점 > 카페 > 전통찻집,서울 성북구 정릉동 820-4,서울 성북구 보국문로 195,,126.999510684857,37.617532160889,http://place.map.kakao.com/1165866558,길상사 찻집,199956.7999999865,457548.80000062217,3110284,정릉북한산국립공원입구,125.0435118341646
마을찻집고운울림,음식점 > 카페,서울 강북구 수유동 498-16,서울 강북구 인수봉로 159,070-4119-4116,127.012167745227,37.6348773326851,http://place.map.kakao.com/897190632,정릉3동 찻집,201073.9999999892,459474.0000005864,3110344,화계중학교,231.8210522587726
마을찻집 마주이야기,음식점 > 카페,서울 강북구 수유동 435-50,서울 강북구 인수봉로55길 10,070-8615-6011,127.012304025716,37.6368666941643,http://place.map.kakao.com/1790001043,정릉4동 찻집,201085.9999999692,459694.80000058754,3110342,국립재활원,23.59745692698073
연화 전통찻집,음식점 > 카페 > 전통찻집,서울 강북구 수유동 254-27,서울 강북구 한천로 1130,,127.019172082958,37.6457197526496,http://place.map.kakao.com/2117800190,수유2동 찻집,201692.00000002573,460677.50000001554,3130133,우이골목시장(우이시장),97.4025153399808
다정도병인양,음식점 > 카페 > 전통찻집,서울 강북구 수유동 567-6,서울 강북구 4.19로 41-1,02-990-4190,127.009676852869,37.646977785907296,http://place.map.kakao.com/856213664,수유2동 찻집,200854.00000000448,460817.00000057113,3110339,국립4.19민주묘지,83.09632919942861
티하우스다드림,음식점 > 카페 > 전통찻집,서울 도봉구 창동 338,서울 도봉구 노해로 341,010-2990-2593,127.045905473553,37.6514381283112,http://place.map.kakao.com/1503128545,수유2동 찻집,204051.0000000457,461313.00000056,3120079,창동역,189.43336524205293
마이컵오브티,음식점 > 카페,서울 강북구 수유동 472-96,서울 강북구 덕릉로 26-12,,127.016582495307,37.633500088834,http://place.map.kakao.com/1455514165,수유1동 티카페,201463.70000003133,459321.2000005922,3110349,화계역 2번,168.61177315755916
지유명차 수락산점,음식점 > 카페 > 전통찻집,서울 노원구 상계동 1120-27,서울 노원구 동일로242길 23,02-409-5634,127.056834246242,37.675618402054,http://place.map.kakao.com/639792307,도봉1동 찻집,205013.80000001765,463997.3000000124,3110419,수락산디자인거리,92.90710412516027
카페사계,음식점 > 카페 > 전통찻집,서울 노원구 상계동 1002,서울 노원구 동일로242길 109,,127.061279342721,37.6747539392266,http://place.map.kakao.com/25840568,도봉1동 찻집,205406.00000001068,463901.6000005262,3110419,수락산디자인거리,412.0645092855681
온각,음식점 > 카페 > 전통찻집,서울 영등포구 대림동 721-13,서울 영등포구 대림로27나길 14-1,,126.898161332517,37.4960914774169,http://place.map.kakao.com/927797226,신길5동 찻집,190994.39999991815,444075.2000008193,3110766,대림역 5번,151.716841382781
차랑,음식점 > 카페 > 전통찻집,서울 영등포구 대림동 1019-26,서울 영등포구 대림로 101,02-846-5999,126.90311684306,37.4906968125821,http://place.map.kakao.com/67898018,신길5동 찻집,191432.000000017,443476.00000001886,3110784,신대림초등학교,151.23822265728964
지유명차 보라매점,음식점 > 카페 > 전통찻집,서울 영등포구 신길동 4403,서울 영등포구 여의대방로 93-1,,126.916994971741,37.4975189894814,http://place.map.kakao.com/1233440143,신길5동 찻집,192659.9999999716,444232.00000081054,3110812,신길6동주민센터,38.275317755942375
아도 티하우스,음식점 > 카페 > 전통찻집,서울 영등포구 문래동2가 17-1,서울 영등포구 도림로125길 16,0507-1364-7490,126.894765384221,37.513044514834,http://place.map.kakao.com/1637094739,신길5동 찻집,190696.1999999101,445957.1000007912,3110765,문래동사거리,190.8047439012205
차마루 서울직영점,음식점 > 카페 > 전통찻집,서울 구로구 구로동 741-27,서울 구로구 구로동로26길 54,010-2826-1445,126.88713363881205,37.48992938240054,http://place.map.kakao.com/1109948694,신길5동 찻집,190018.39999999988,443392.400000022,3130229,남구로시장,54.96653526699556
지유명차 서부목동점,음식점 > 카페 > 전통찻집,서울 영등포구 양평동3가 1-2,서울 영등포구 양산로 77,02-2672-5634,126.891755342583,37.5249323287511,http://place.map.kakao.com/9419709,신길5동 찻집,190431.5999999358,447276.80000076536,3120136,영등포구청역,106.51290970403112
다랑,음식점 > 카페 > 전통찻집,서울 영등포구 당산동 173-34,서울 영등포구 국회대로53길 28,02-2646-5592,126.90651133686424,37.52790652375757,http://place.map.kakao.com/500947044,신길5동 찻집,191736.3000000004,447605.5000000204,3120144,영중로,157.0068151508066
티하우스 여백,음식점 > 카페,서울 영등포구 당산동2가 30-12,서울 영등포구 영등포로 91,,126.8917456248,37.5222626506212,http://place.map.kakao.com/1736924250,신길5동 티하우스,190430.400000026,446980.50000001816,3130239,양남시장,82.8408715559646
오가다 서울마리오아울렛점,음식점 > 카페 > 전통찻집 > 오가다,서울 금천구 가산동 60-22,서울 금천구 디지털로 185,070-8860-7803,126.88730006449792,37.47850115475583,http://place.map.kakao.com/2037414574,대림1동 찻집,190031.6000000001,442124.0000000229,3110725,가산동주민센터,291.4675968332307
찻집 순수,음식점 > 카페,서울 금천구 독산동 991-47,서울 금천구 독산로92길 10,0503-7152-3437,126.90390737861068,37.47381526182761,http://place.map.kakao.com/1966023163,대림1동 찻집,191499.99999999948,441602.3000000223,3130233,남문시장,253.1858803316304
지유명차 가산점,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 금천구 가산동 452-1,서울 금천구 가산디지털2로 143,02-6335-5634,126.87788885533293,37.48078937552354,http://place.map.kakao.com/1878037109,대림1동 찻집,189199.50000000015,442379.0000000236,3110723,가산디지털단지역 1번 출입구,571.7352971324588
시원재,음식점 > 카페 > 전통찻집,서울 영등포구 여의도동 17-1,서울 영등포구 국회대로 750,02-782-1468,126.91664407882716,37.52832406578816,http://place.map.kakao.com/13018792,영등포동 찻집,192631.99999995533,447651.0000007643,3120148,국회의사당역(국회의사당),362.8622328021036
티하우스,음식점 > 카페,서울 영등포구 양평동3가 48,서울 영등포구 선유로 146,02-2068-6489,126.89158119834,37.5272279213934,http://place.map.kakao.com/407209269,영등포동 티하우스,190416.4999999814,447531.6000007644,3120136,영등포구청역,230.70589570984723
카페진정성 한강편 티하우스 천천히하다 서,음식점 > 카페,서울 영등포구 당산동 71-2,서울 영등포구 선유로 314,02-2633-9507,126.90132196163933,37.53994687777221,http://place.map.kakao.com/781310571,영등포시장역 티하우스,191279.00000000207,448942.3000000199,3110773,당산역 13번,467.5421799343416
지유명차 은평뉴타운점,음식점 > 카페 > 전통찻집,서울 은평구 진관동 105,서울 은평구 진관2로 60,0506-625-1407,126.92316399605392,37.6339816885395,http://place.map.kakao.com/1736201218,불광1동 찻집,193217.8999999554,459377.3000005918,3120089,구파발역,556.1673305138504
비원,음식점 > 카페 > 전통찻집,서울 마포구 성산동 114-7,서울 마포구 월드컵북로12안길 3,070-4035-3254,126.91528227657,37.5620474878147,http://place.map.kakao.com/2142484746,가좌역 찻집,192515.000000005,451394.00000001903,3110558,경성고등학교,261.8186395001624
동동 찻집,음식점 > 카페 > 전통찻집,서울 마포구 연남동 390-65,서울 마포구 동교로38안길 11,0503-7151-8009,126.924725949482,37.5623881561013,http://place.map.kakao.com/1269050664,가좌역 찻집,193349.3999999629,451431.1000000233,3130192,동진시장,188.9263613541735
호랑티티,음식점 > 카페 > 전통찻집,서울 마포구 동교동 204-36,서울 마포구 월드컵북로4길 61,0503-7150-4497,126.922249833871,37.5587870698599,http://place.map.kakao.com/1681824603,가좌역 찻집,193130.30000000796,451031.600000016,3120104,연남동(홍대),143.7562172399344
지유명차 서교점,음식점 > 카페 > 전통찻집,서울 마포구 서교동 247-206,서울 마포구 잔다리로 128,0503-7150-0356,126.91334332132644,37.55824657768508,http://place.map.kakao.com/595359620,가좌역 찻집,192343.2999999989,450972.3000000211,3110557,홍대부속여중고앞,186.71416657686345
탄정,음식점 > 카페 > 전통찻집,서울 서대문구 연희동 129-6,서울 서대문구 연희로11가길 8-8,010-9717-7061,126.929006762932,37.5681400630355,http://place.map.kakao.com/954722523,가좌역 찻집,193728.10000002044,452069.2000000134,3130174,연희사러가,126.72036142861724
어차 연남점,음식점 > 카페 > 전통찻집,서울 마포구 동교동 147-21,서울 마포구 양화로23길 20,070-4110-2027,126.925279125105,37.5592818711369,http://place.map.kakao.com/1963539723,가좌역 찻집,193398.0000000372,451086.30000001786,3110564,홍대입구역 3번,77.72316253992413
티노마드,음식점 > 카페 > 전통찻집,서울 마포구 망원동 414-83,서울 마포구 포은로 112,02-545-5084,126.904684618711,37.5569559844524,http://place.map.kakao.com/731433223,가좌역 찻집,191578.09999991377,450829.8000007133,3130185,망원월드컵시장,144.14593240348088
아르가,음식점 > 카페 > 전통찻집,서울 서대문구 연희동 132-83,서울 서대문구 연희맛로 31-10,,126.930414838769,37.5681823471688,http://place.map.kakao.com/501058991,가좌역 찻집,193852.49999997567,452073.8000007003,3130174,연희사러가,133.91224798501136
두레차,음식점 > 카페 > 전통찻집,서울 마포구 서교동 346-29,서울 마포구 홍익로2길 27,02-338-1543,126.923993396563,37.5548382332964,http://place.map.kakao.com/14707067,가좌역 찻집,193283.9999999209,450593.2000007192,3130191,홍대 걷고싶은 거리,159.4008777977802
커차그,음식점 > 카페 > 전통찻집,서울 마포구 망원동 379-32,서울 마포구 월드컵로13길 19-23,,126.90941660890904,37.55498832760559,http://place.map.kakao.com/41281308,가좌역 찻집,191995.99999995096,450611.0000007199,3120100,망원역,100.7223905097101
티아레나,음식점 > 카페,서울 서대문구 연희동 133-21,서울 서대문구 연희맛로 43-2,0502-5550-7338,126.931087793186,37.5687701909529,http://place.map.kakao.com/292935948,가좌역 찻집,193911.9999999892,452139.0000007027,3130174,연희사러가,220.79175766562756
조앤도슨티룸,음식점 > 카페,서울 마포구 연남동 241-31,서울 마포구 성미산로29길 24,010-7663-1002,126.92239270609,37.5650761190008,http://place.map.kakao.com/637125338,연희동 티룸,193143.50000000652,451729.600000023,3110562,연트럴파크(연남동주민센터),167.84400497370132
포담 티하우스,음식점 > 카페,서울 마포구 연남동 223-111,서울 마포구 성미산로 165-6,02-3144-6680,126.92473033925334,37.56477489783797,http://place.map.kakao.com/1611311586,연희동 티하우스,193349.99999996004,451696.0000007048,3110506,연희임광아파트,158.7954654237671
베러댄알콜,음식점 > 카페,서울 마포구 망원동 399-44,서울 마포구 희우정로16길 50,070-8251-0466,126.90471685501248,37.55474856717831,http://place.map.kakao.com/163310640,가좌역 티카페,191580.69999999972,450584.8000000206,3110544,망리단길,44.26883778805136
사이,음식점 > 카페,서울 마포구 합정동 200-3,서울 마포구 토정로4길 6-4,0502-5552-7994,126.914497834165,37.5452793559209,http://place.map.kakao.com/475357829,홍대입구역 티룸,192444.000000038,449533.0000000154,3110556,절두산순교성지,85.80209791618546
명금탕,음식점 > 카페 > 전통찻집,서울 은평구 진관동 205-6,서울 은평구 진관길 5,02-739-0394,126.939150661559,37.6423368390277,http://place.map.kakao.com/1200602899,불광2동 찻집,194629.5999999325,460303.6000005771,3110492,하나고등학교,234.08442976595475
진관사 연지원,음식점 > 카페 > 전통찻집,서울 은평구 진관동 354,서울 은평구 진관길 73,,126.94660232779133,37.638154472704734,http://place.map.kakao.com/1423199719,불광2동 찻집,195286.99999997256,459839.0000005839,3110492,하나고등학교,741.2381531512185
산중다원,음식점 > 카페 > 전통찻집,서울 은평구 진관동 303-21,서울 은평구 의상봉길 31,02-371-0707,126.942405574906,37.6530493636747,http://place.map.kakao.com/17063917,진관동 찻집,194917.59999994625,461492.4000005637,3110492,하나고등학교,1457.1024403119625
전통찻집담소,음식점 > 카페 > 전통찻집,서울 마포구 상암동 1605,서울 마포구 월드컵북로 396,02-2132-8833,126.8897960351835,37.57946340314886,http://place.map.kakao.com/2026712432,북가좌1동 찻집,190265.49999994115,453329.30000068,3120098,DMC(디지털미디어시티),48.70256598814631
