블루오션_랭킹,q2_score,q1_score,q2_residual_score,q2_supply_score,q1_residual_score,q1_supply_score,상권_코드,상권_코드_명,상권유형,residual_latest,residual_avg,supply_shortage,cafe_revenue_per_store,카페음료_점포수,찻집수_latest,매출_latest,사분면,구조적블루오션,unified_score,집객시설_수_pct,총_직장_인구_수_pct,월_평균_소득_금액_pct,총_가구_수_pct,카페_검색지수_pct,지하철_노선_수_raw,지하철_노선_수_pct,지하철_역_목록,집객시설_수_raw,총_직장_인구_수_raw,월_평균_소득_금액_raw,총_가구_수_raw,카페_검색지수_raw
155,0.3438223938223937,0.7144787644787645,0.1293436293436293,0.5583011583011582,0.8706563706563707,0.5583011583011582,3120020,시청역_1번,발달상권,1.4333058674221597,1.4687510309311245,0.5,93929178.36690648,14.444444444444445,1,1450683977,Q4_레드오션,False,0.7144787644787645,66.98841698841699,85.42471042471043,46.04247104247104,0.14478764478764478,68.1949806949807,3,92.76061776061776,"4호선 회현역, 2호선 을지로입구역, 5호선 서대문역, 5호선 광화문역, 2호선, 5호선 충정로역",25.0,5078.0,2600786.0,5.0,1.74693
156,0.4681467181467181,0.7133204633204633,0.2548262548262548,0.6814671814671814,0.7451737451737451,0.6814671814671814,3120225,잠실새내역(신천),발달상권,0.8428007137074403,0.7679522952539956,1.0,102006777.41618498,56.66666666666666,0,5882390831,Q1_검증시장공백,False,0.7133204633204633,99.22779922779922,93.05019305019306,76.83397683397683,83.20463320463321,36.14864864864865,1,31.467181467181465,9호선 삼전역,178.0,12478.0,3158809.0,2845.0,0.77149
157,0.3811293436293436,0.7122104247104246,0.1689189189189189,0.5933397683397683,0.831081081081081,0.5933397683397683,3130306,강남언주로,전통시장,1.2013577159044964,1.127840524440314,1.0,24439497.64383561,8.125,0,223010416,Q1_검증시장공백,False,0.7122104247104246,7.866795366795366,56.85328185328186,21.042471042471043,7.625482625482626,89.91312741312741,2,72.77992277992279,"2호선 선릉역, 9호선 선정릉역, 2호선 역삼역, 9호선 언주역, 9호선 삼성중앙역",4.0,940.0,2365118.0,250.0,5.069306666666667
158,0.3527992277992278,0.7118725868725868,0.1409266409266409,0.5646718146718147,0.859073359073359,0.5646718146718147,3110127,성수1가1동주민센터,골목상권,1.348160309456258,1.1305066037829006,1.0,23009844.494382024,10.125,0,255984520,Q1_검증시장공백,False,0.7118725868725868,13.36872586872587,37.74131274131275,72.2007722007722,25.096525096525095,69.06370656370656,1,31.467181467181465,"nan 서울숲역, 2호선 뚝섬역",6.0,504.0,3016480.0,636.0,1.8240066666666668
159,0.4616312741312741,0.7116312741312741,0.25,0.6732625482625483,0.75,0.6732625482625483,3110902,사당역 4번,골목상권,0.8634163936862187,0.3078401816497609,1.0,43388641.46788991,12.625,0,591170240,Q1_검증시장공백,False,0.7116312741312741,72.82818532818533,70.55984555984556,73.93822393822393,98.35907335907336,97.97297297297297,2,72.77992277992279,"2호선, 4호선 사당역",29.0,1640.0,3061421.0,5592.0,9.827
159,0.3274613899613899,0.7116312741312741,0.1158301158301158,0.5390926640926641,0.8841698841698842,0.5390926640926641,3110671,등촌1동주민센터,골목상권,1.5639730968531325,1.5235844830465506,1.0,15734049.793721974,26.875,0,438586638,Q1_검증시장공백,False,0.7116312741312741,35.08687258687259,83.4942084942085,74.13127413127413,93.62934362934364,55.501930501930495,1,31.467181467181465,"9호선 가양역, 9호선 등촌역",12.0,4274.0,3071313.0,4071.0,1.3051233333333334
161,0.4193050193050193,0.7108108108108108,0.2084942084942085,0.6301158301158301,0.7915057915057915,0.6301158301158301,3130146,쌍문시장(쌍문역골목시장),전통시장,1.028892752821605,1.0355013723300277,1.0,34699689.45,7.888888888888889,0,308441684,Q1_검증시장공백,False,0.7108108108108108,81.75675675675676,39.478764478764475,8.976833976833976,68.67760617760618,84.36293436293437,2,72.77992277992279,"4호선 수유역, 1호선, 4호선 창동역",39.0,529.0,2235060.0,2001.0,3.763073333333333
162,0.4154681467181466,0.7098696911196911,0.2055984555984555,0.6253378378378378,0.7944015444015444,0.6253378378378378,3130066,행당시장상점가,전통시장,1.0393272421778477,1.0567287102356282,1.0,50479366.06060606,7.25,0,416454770,Q1_검증시장공백,False,0.7098696911196911,72.82818532818533,45.84942084942085,33.59073359073359,51.061776061776065,83.3011583011583,2,72.77992277992279,"2호선, 5호선 왕십리역, 2호선 상왕십리역, 5호선 행당역, 5호선 마장역, 2호선 한양대역",29.0,625.0,2479353.0,1319.0,3.59417
163,0.4210907335907335,0.7087355212355213,0.2123552123552123,0.6298262548262549,0.7876447876447876,0.6298262548262549,3110122,마장역 2번,골목상권,1.0008832566057606,0.9385337145420496,1.0,31375772.0,4.5,0,172566746,Q1_검증시장공백,False,0.7087355212355213,71.71814671814671,57.866795366795365,50.38610038610039,11.438223938223938,6.901544401544402,1,31.467181467181465,5호선 마장역,28.0,980.0,2648703.0,342.0,0.1924999999999999
164,0.2622828185328185,0.7072635135135136,0.0550193050193049,0.469546332046332,0.944980694980695,0.469546332046332,3110081,해방촌 남동측,골목상권,2.0351393452174946,2.0418207777923505,1.0,13932801.55882353,33.0,0,473715253,Q1_검증시장공백,False,0.7072635135135136,57.818532818532816,14.671814671814673,41.312741312741316,59.6042471042471,66.6988416988417,3,92.76061776061776,"4호선 숙대입구역, 1호선 남영역, 4호선, 6호선 삼각지역",20.0,223.0,2556761.0,1612.0,1.6964066666666666
165,0.3884531853281853,0.7069860038610039,0.1814671814671814,0.5954391891891891,0.8185328185328186,0.5954391891891891,3110757,양평역 2번,골목상권,1.1377283370851077,0.8812019975364724,1.0,31458041.125,7.0,0,251664329,Q1_검증시장공백,False,0.7069860038610039,24.083011583011583,74.32432432432432,77.7027027027027,61.34169884169884,46.33204633204633,1,31.467181467181465,5호선 양평역,9.0,2082.0,3187060.0,1665.0,1.0259533333333333
166,0.4857625482625483,0.7068050193050193,0.278957528957529,0.6925675675675675,0.721042471042471,0.6925675675675675,3120010,원남동사거리,발달상권,0.7698544461433237,0.0390621975534206,1.0,51449167.25735294,14.11111111111111,0,777454083,Q1_검증시장공백,False,0.7068050193050193,59.74903474903475,81.85328185328186,66.21621621621621,24.75868725868726,23.455598455598455,5,99.13127413127413,"1호선 종로5가역, 1호선, 3호선, 5호선 종로3가역, 4호선 혜화역, 2호선, 5호선 을지로4가역, 2호선, 3호선 을지로3가역",21.0,3838.0,2889015.0,631.0,0.5129766666666667
167,0.3964285714285713,0.7053088803088803,0.191119691119691,0.6017374517374517,0.8088803088803089,0.6017374517374517,3111020,방이동고분군(방산고등학교),골목상권,1.1067630369012385,1.09471820538746,1.0,14543009.056451611,12.77777777777778,0,200370347,Q1_검증시장공백,False,0.7053088803088803,16.312741312741313,40.73359073359074,66.11969111969111,8.349420849420849,76.15830115830116,4,97.39382239382239,"5호선 방이역, 9호선 송파나루역, 3호선, 5호선 오금역, 8호선 송파역, 9호선 한성백제역",7.0,546.0,2888541.0,275.0,2.7706733333333333
168,0.4003680019305019,0.704422055984556,0.1959459459459459,0.6047900579150579,0.8040540540540541,0.6047900579150579,3110875,보라매동주민센터(당곡고등학교),골목상권,1.0821685164097945,0.299698331211108,1.0,35212313.9047619,4.25,0,184864648,Q1_검증시장공백,False,0.704422055984556,24.083011583011583,5.8880308880308885,29.922779922779924,63.61003861003861,79.92277992277992,2,72.77992277992279,"2호선 신림역, 2호선 봉천역, 7호선 신대방삼거리역",9.0,105.0,2440952.0,1778.0,3.3009866666666667
169,0.385834942084942,0.7034025096525096,0.1824324324324324,0.5892374517374517,0.8175675675675675,0.5892374517374517,3110225,촬영소사거리,골목상권,1.1347850890876003,1.170141234695434,1.0,33015230.0,3.0,0,132060920,Q1_검증시장공백,False,0.7034025096525096,16.312741312741313,51.061776061776065,4.247104247104247,22.876447876447877,22.635135135135133,1,31.467181467181465,5호선 답십리역,7.0,760.0,2167292.0,574.0,0.5122366666666667
170,0.4628281853281853,0.7022104247104247,0.2606177606177606,0.6650386100386101,0.7393822393822393,0.6650386100386101,3110720,대림역 2번,골목상권,0.8241499949690585,-0.1747695230227811,1.0,56418868.0,2.0,0,169256604,Q1_검증시장공백,False,0.7022104247104247,65.3957528957529,10.038610038610038,41.11969111969112,46.09073359073359,35.32818532818533,2,72.77992277992279,"2호선, 7호선 대림역",24.0,165.0,2554957.0,1167.0,0.75121
171,0.3650458494208493,0.7019184362934363,0.163127413127413,0.5669642857142857,0.8368725868725869,0.5669642857142857,3130035,방산종합시장(방산시장),전통시장,1.2245535429251042,1.2690648904968205,1.0,17248874.85714286,18.25,0,332040841,Q1_검증시장공백,False,0.7019184362934363,55.6949806949807,78.57142857142857,44.4980694980695,9.314671814671813,16.505791505791507,3,92.76061776061776,"2호선, 5호선 을지로4가역, 1호선 종로5가역",19.0,2783.0,2585656.0,295.0,0.4532333333333334
172,0.3745777027027027,0.7017977799227799,0.1727799227799228,0.5763754826254825,0.8272200772200772,0.5763754826254825,3111057,천호공원(해공체육문화센터),골목상권,1.1897922599294262,0.3266649514997779,1.0,28510960.53333333,6.5,0,213832204,Q1_검증시장공백,False,0.7017977799227799,59.74903474903475,10.521235521235521,17.471042471042473,74.03474903474904,78.61969111969111,2,72.77992277992279,"5호선, 8호선 천호역, 8호선 암사역, 5호선 길동역, 5호선 굽은다리역",21.0,170.0,2331103.0,2248.0,3.06238
173,0.4820980419194705,0.7002447600661887,0.2818532818532818,0.6823428019856592,0.7181467181467182,0.6823428019856592,3120014,종로5가역,발달상권,0.7592746318601051,0.6959291948504673,1.0,63497807.2293578,26.25,0,1730315247,Q1_검증시장공백,False,0.7002447600661887,96.38030888030889,85.71428571428571,60.231660231660236,33.49420849420849,23.455598455598455,1,31.467181467181465,1호선 종로5가역,97.0,5154.0,2779846.0,849.0,0.5129766666666667
174,0.3990468146718147,0.6982746138996139,0.2007722007722008,0.5973214285714286,0.7992277992277992,0.5973214285714286,3120102,서교동(홍대),발달상권,1.057118812779397,0.9081520820058728,1.0,31348963.865319867,73.25,0,2327660567,Q1_검증시장공백,False,0.6982746138996139,87.5965250965251,84.45945945945947,71.33204633204633,66.02316602316603,95.6081081081081,2,72.77992277992279,"2호선 홍대입구역, 2호선, 6호선 합정역, 6호선 망원역, 6호선 상수역",51.0,4770.0,3002443.0,1859.0,6.541496666666667
175,0.3642374517374517,0.6982142857142857,0.166023166023166,0.5624517374517374,0.833976833976834,0.5624517374517374,3110957,언북중학교,골목상권,1.2117273218828153,1.2192286090513005,1.0,21266787.01754386,13.25,0,303051715,Q1_검증시장공백,False,0.6982142857142857,16.312741312741313,79.24710424710425,86.38996138996139,36.969111969111964,77.02702702702703,1,31.467181467181465,7호선 학동역,7.0,2925.0,3496418.0,927.0,2.862133333333334
176,0.3026785714285713,0.6974662162162162,0.1052123552123551,0.5001447876447876,0.8947876447876448,0.5001447876447876,3110762,선유도역 1번,골목상권,1.6387238636886003,1.4254112090494202,0.5,31556756.16828479,37.625,1,1218879707,Q4_레드오션,False,0.6974662162162162,89.86486486486487,83.88030888030889,85.03861003861005,99.03474903474904,62.06563706563707,1,31.467181467181465,9호선 선유도역,59.0,4542.0,3444250.0,6211.0,1.4622266666666668
177,0.2368967181467181,0.6973214285714285,0.0395752895752895,0.4342181467181467,0.9604247104247104,0.4342181467181467,3111038,보인중학교,골목상권,2.1575748388233364,2.248933043033176,0.5,46073424.54054054,8.25,1,426179177,Q4_레드오션,False,0.6973214285714285,16.312741312741313,76.93050193050193,32.915057915057915,42.277992277992276,11.96911196911197,1,31.467181467181465,5호선 개롱역,7.0,2429.0,2472370.0,1063.0,0.3444399999999999
178,0.4965130308880309,0.6963199806949807,0.3001930501930502,0.6928330115830116,0.6998069498069498,0.6928330115830116,3120219,은마아파트,발달상권,0.7162372314667067,0.2359534709709044,1.0,164785464.9935065,16.11111111111111,0,2819662401,Q1_검증시장공백,False,0.6963199806949807,89.62355212355212,91.79536679536679,98.26254826254826,16.409266409266408,12.837837837837837,2,72.77992277992279,"3호선 대치역, nan 한티역, 2호선 삼성역, 2호선 선릉역",58.0,10976.0,5082667.0,452.0,0.3661966666666666
179,0.4215250965250965,0.6956563706563708,0.2258687258687258,0.6171814671814673,0.7741312741312741,0.6171814671814673,3111019,한성백제역 3번,골목상권,0.93709389618909,1.023155056726201,1.0,22276953.14285714,9.5,0,233908008,Q1_검증시장공백,False,0.6956563706563708,24.083011583011583,75.38610038610038,70.65637065637065,91.8918918918919,7.094594594594595,1,31.467181467181465,9호선 한성백제역,9.0,2218.0,2992773.0,3800.0,0.22606
180,0.4753378378378378,0.695415057915058,0.2799227799227799,0.6707528957528958,0.7200772200772201,0.6707528957528958,3120164,내방역,발달상권,0.766114817790239,0.7727195617330721,1.0,64315183.91860465,37.22222222222222,0,2458269252,Q1_검증시장공백,False,0.695415057915058,93.33976833976834,92.66409266409266,83.20463320463321,51.78571428571429,72.1042471042471,1,31.467181467181465,7호선 내방역,78.0,12182.0,3381776.0,1332.0,2.051543333333333
181,0.4805019305019304,0.6947876447876448,0.2857142857142857,0.6752895752895752,0.7142857142857143,0.6752895752895752,3120068,사가정역,발달상권,0.7527868143636063,0.9476626565320028,1.0,85943032.0,8.125,0,784230167,Q1_검증시장공백,False,0.6947876447876448,80.21235521235522,21.332046332046332,37.16216216216216,14.092664092664092,20.31853281853282,1,31.467181467181465,7호선 사가정역,37.0,299.0,2505160.0,399.0,0.5008033333333333
182,0.3670125482625482,0.6932673745173745,0.1737451737451737,0.5602799227799228,0.8262548262548263,0.5602799227799228,3110824,대방역 3번,골목상권,1.1886698319138451,0.8764450661702882,1.0,20931261.71428572,8.625,0,201463394,Q1_검증시장공백,False,0.6932673745173745,20.125482625482626,61.003861003861005,67.66409266409266,13.658301158301159,33.204633204633204,1,31.467181467181465,1호선 대방역,8.0,1091.0,2924545.0,385.0,0.71765
183,0.4354488416988417,0.6931708494208494,0.2422779922779923,0.6286196911196911,0.7577220077220077,0.6286196911196911,3110649,우장산역 1번,골목상권,0.8949570275570835,0.9962483043967104,1.0,38323599.340909086,3.888888888888889,0,187359819,Q1_검증시장공백,False,0.6931708494208494,45.077220077220076,48.745173745173744,76.64092664092664,51.54440154440154,19.739382239382238,1,31.467181467181465,5호선 우장산역,15.0,698.0,3147965.0,1327.0,0.4919533333333333
184,0.3967784749034748,0.6931105212355213,0.2036679536679536,0.5898889961389961,0.7963320463320464,0.5898889961389961,3130311,새마을시장,전통시장,1.0433706591127638,1.144395040325812,1.0,22305217.885714285,10.666666666666666,0,260227542,Q1_검증시장공백,False,0.6931105212355213,55.6949806949807,59.45945945945946,58.97683397683397,62.30694980694981,36.14864864864865,3,92.76061776061776,"9호선 삼전역, 9호선 석촌고분역, 2호선, 8호선 잠실역",19.0,1020.0,2763094.0,1691.0,0.77149
185,0.5641891891891893,0.6916023166023166,0.3725868725868726,0.7557915057915059,0.6274131274131274,0.7557915057915059,3120081,노원역,발달상권,0.4810089610287917,0.5116865028219608,1.0,103268648.56896552,57.0,0,5989581617,Q1_검증시장공백,False,0.6916023166023166,99.7104247104247,87.16216216216216,44.11196911196911,41.74710424710425,94.35328185328186,2,72.77992277992279,"4호선, 7호선 노원역",218.0,5934.0,2584230.0,1042.0,6.01229
186,0.4825530888030888,0.6910472972972973,0.2915057915057915,0.6736003861003861,0.7084942084942085,0.6736003861003861,3110972,강남세브란스병원미래의학연구센터,골목상권,0.7394533042679505,-0.0365070843816207,1.0,53829276.66666666,2.0,0,161487830,Q1_검증시장공백,False,0.6910472972972973,7.866795366795366,19.93243243243243,82.23938223938224,39.768339768339764,91.98841698841699,2,72.77992277992279,"2호선 역삼역, 3호선 매봉역, nan 한티역, 2호선 선릉역, 3호선 양재역",4.0,280.0,3347336.0,989.0,5.20871
187,0.3830839768339768,0.6900337837837838,0.193050193050193,0.5731177606177607,0.806949806949807,0.5731177606177607,3110810,영신초등학교,골목상권,1.0996929331015757,1.1068527496991665,1.0,25240436.63157895,6.125,0,179838111,Q1_검증시장공백,False,0.6900337837837838,66.98841698841699,38.41698841698842,23.93822393822394,68.53281853281852,34.07335907335907,3,92.76061776061776,"1호선, 5호선 신길역, 1호선 대방역, 1호선 영등포역, 7호선 보라매역, 7호선 신풍역",25.0,513.0,2383943.0,1999.0,0.7408866666666668
188,0.2545970077220077,0.6889599420849422,0.0656370656370656,0.4435569498069498,0.9343629343629344,0.4435569498069498,3110314,종암경찰서,골목상권,1.9011777073718683,1.9105758471505807,0.5,54092693.42857143,6.0,1,378648854,Q4_레드오션,False,0.6889599420849422,78.23359073359073,83.68725868725869,8.301158301158301,22.779922779922778,32.915057915057915,2,72.77992277992279,"4호선 길음역, 6호선 월곡역, 6호선 고려대역, 4호선 미아사거리역",34.0,4425.0,2228729.0,573.0,0.7065833333333332
189,0.2652509652509652,0.6880308880308881,0.0772200772200771,0.4532818532818533,0.9227799227799228,0.4532818532818533,3110812,신길6동주민센터,골목상권,1.7837246639394664,1.900104456093772,0.5,49322873.23076923,5.5,1,320598676,Q4_레드오션,False,0.6880308880308881,31.177606177606176,24.565637065637066,48.06949806949807,37.30694980694981,50.530888030888036,1,31.467181467181465,7호선 보라매역,11.0,342.0,2621573.0,935.0,1.0845900000000002
190,0.1945915781853281,0.6868695704633205,0.0077220077220077,0.3814611486486486,0.9922779922779924,0.3814611486486486,3130179,"이화여대 3,5,7길 상점가",전통시장,2.9597633032840385,3.030494070343788,0.5,45746557.03092784,35.375,1,1664031012,Q4_레드오션,False,0.6868695704633205,4.826254826254826,10.955598455598455,78.37837837837837,61.48648648648649,51.254826254826256,1,31.467181467181465,"2호선 이대역, nan 경의중앙 신촌역, 2호선 신촌역, 2호선 아현역, nan 서강대역",3.0,173.0,3213199.0,1670.0,1.14544
191,0.214659749034749,0.684736969111969,0.0299227799227799,0.399396718146718,0.97007722007722,0.399396718146718,3120007,북촌(안국역),발달상권,2.2892637073460875,2.136947752749382,0.1428571428571428,94347115.7763158,75.0,6,7170380799,Q4_레드오션,False,0.684736969111969,82.33590733590734,92.76061776061776,82.52895752895752,26.254826254826252,85.27992277992279,5,99.13127413127413,"1호선 종각역, 1호선, 3호선, 5호선 종로3가역, 5호선 광화문역, 4호선 혜화역, 2호선 을지로입구역",40.0,12202.0,3357195.0,658.0,3.908743333333333
192,0.3413851351351351,0.6840492277992278,0.1573359073359073,0.525434362934363,0.8426640926640927,0.525434362934363,3110586,서울서부지방법원,골목상권,1.2460468933410027,1.3030522083550682,1.0,18512822.396103896,16.11111111111111,0,316774961,Q1_검증시장공백,False,0.6840492277992278,63.51351351351351,77.50965250965251,83.1081081081081,43.050193050193045,9.362934362934363,1,31.467181467181465,5호선 애오개역,23.0,2505.0,3376482.0,1092.0,0.28617
193,0.3472007722007721,0.6831081081081081,0.1640926640926641,0.5303088803088802,0.8359073359073359,0.5303088803088802,3120022,북창동(시청역_6번),발달상권,1.217100335495083,1.009490350112016,0.5,89150849.35211268,25.625,1,2373641364,Q4_레드오션,False,0.6831081081081081,86.38996138996139,96.33204633204633,68.14671814671814,4.922779922779923,68.1949806949807,1,31.467181467181465,4호선 회현역,48.0,21464.0,2937934.0,178.0,1.74693
194,0.4538368725868726,0.6816361003861005,0.2722007722007722,0.635472972972973,0.7277992277992278,0.635472972972973,3120153,노량진역(노량진),발달상권,0.7858472885819232,0.8423025577550578,1.0,38476274.36383928,48.77777777777778,0,1915263435,Q1_검증시장공백,False,0.6816361003861005,92.37451737451737,86.38996138996139,59.55598455598455,83.59073359073359,49.71042471042471,2,72.77992277992279,"1호선, 9호선 노량진역",71.0,5349.0,2771883.0,2897.0,1.06431
195,0.4170125482625482,0.6814913127413127,0.2355212355212355,0.598503861003861,0.7644787644787645,0.598503861003861,3110173,구남초등학교,골목상권,0.9061825404528429,1.5441317005407211,1.0,21068420.71428572,6.0,0,147478945,Q1_검증시장공백,False,0.6814913127413127,10.955598455598455,40.44401544401545,65.83011583011583,29.82625482625483,74.9034749034749,1,31.467181467181465,2호선 구의역,5.0,542.0,2880147.0,738.0,2.5545666666666667
196,0.3568170849420849,0.6811414092664093,0.1756756756756756,0.5379584942084943,0.8243243243243243,0.5379584942084943,3130099,전농로터리시장,전통시장,1.1824500696342,1.255324979857838,1.0,28116871.6,4.0,0,140584358,Q1_검증시장공백,False,0.6811414092664093,13.36872586872587,0.7239382239382239,0.5791505791505791,1.2065637065637065,22.635135135135133,2,72.77992277992279,"5호선 답십리역, 1호선 회기역",6.0,20.0,1886091.0,44.0,0.5122366666666667
197,0.4953547297297297,0.680682915057915,0.3146718146718147,0.6760376447876447,0.6853281853281853,0.6760376447876447,3130214,송화벽화시장(송화골목시장),전통시장,0.6737585401523845,0.6364082882258238,1.0,45123729.75,3.0,0,180494919,Q1_검증시장공백,False,0.680682915057915,72.82818532818533,16.457528957528957,59.36293436293436,10.714285714285714,19.739382239382238,1,31.467181467181465,5호선 우장산역,29.0,244.0,2768880.0,324.0,0.4919533333333333
198,0.3482142857142857,0.6802606177606177,0.1679536679536679,0.5284749034749034,0.832046332046332,0.5284749034749034,3110886,관악해태어린이공원,골목상권,1.203614860899581,1.0784778660324186,1.0,21402082.69879518,9.375,0,222046608,Q1_검증시장공백,False,0.6802606177606177,31.177606177606176,16.071428571428573,28.764478764478763,85.85907335907336,63.61003861003861,1,31.467181467181465,2호선 봉천역,11.0,237.0,2429905.0,3146.0,1.5042666666666664
198,0.4341216216216216,0.6802606177606177,0.2538610038610038,0.6143822393822393,0.7461389961389961,0.6143822393822393,3110496,모래내우체국,골목상권,0.8462854605870405,0.746040592375804,1.0,42244719.66666666,2.0,0,126734159,Q1_검증시장공백,False,0.6802606177606177,59.74903474903475,31.70849420849421,25.77220077220077,39.52702702702703,37.88610038610039,1,31.467181467181465,"6호선 증산역, nan 가좌역, 6호선 새절역, nan 수색역",21.0,431.0,2402041.0,985.0,0.7844000000000001
200,0.3464044401544401,0.6794160231660231,0.166988416988417,0.5258204633204633,0.833011583011583,0.5258204633204633,3110465,연신내역 7번,골목상권,1.210775581673737,1.3447612143829868,1.0,15517024.0,12.75,0,213359080,Q1_검증시장공백,False,0.6794160231660231,31.177606177606176,25.916988416988417,42.084942084942085,52.509652509652504,42.084942084942085,2,72.77992277992279,"3호선, 6호선 연신내역",11.0,356.0,2559177.0,1357.0,0.8865533333333334
201,0.525265444015444,0.6787403474903475,0.3465250965250965,0.7040057915057915,0.6534749034749034,0.7040057915057915,3120112,등촌역,발달상권,0.6024641387211176,0.5832508553501962,1.0,93517292.1025641,13.625,0,1367690397,Q1_검증시장공백,False,0.6787403474903475,86.77606177606178,81.27413127413128,67.76061776061776,90.92664092664093,64.28571428571429,1,31.467181467181465,9호선 등촌역,49.0,3539.0,2925158.0,3625.0,1.5404099999999998
202,0.4007239382239382,0.6787162162162161,0.222007722007722,0.5794401544401544,0.777992277992278,0.5794401544401544,3110837,숭실대입구역 1번,골목상권,0.9689992023475008,1.2183814426119182,1.0,17270115.96039604,11.625,0,218035214,Q1_검증시장공백,False,0.6787162162162161,76.496138996139,52.94401544401545,58.108108108108105,79.05405405405406,8.976833976833976,1,31.467181467181465,7호선 숭실대입구역,32.0,802.0,2742173.0,2572.0,0.2596199999999999
203,0.3958832046332046,0.6787017374517375,0.2171814671814671,0.574584942084942,0.7828185328185329,0.574584942084942,3110246,월드순복음교회,골목상권,0.9830876319886171,1.0229583077638935,1.0,31294930.73170732,4.125,0,160386520,Q1_검증시장공백,False,0.6787017374517375,20.125482625482626,49.80694980694981,34.65250965250965,63.12741312741312,32.48069498069498,1,31.467181467181465,"nan 중랑역, 7호선 상봉역",8.0,721.0,2485820.0,1730.0,0.69663
204,0.4111969111969111,0.6785714285714286,0.2326254826254826,0.5897683397683398,0.7673745173745173,0.5897683397683398,3110994,개포고등학교,골목상권,0.917843311290067,0.8497516519069165,1.0,22545468.77142857,6.777777777777778,0,175353646,Q1_검증시장공백,False,0.6785714285714286,47.924710424710426,80.4054054054054,79.72972972972973,27.99227799227799,12.837837837837837,1,31.467181467181465,"3호선 대치역, 3호선 매봉역",16.0,3211.0,3250126.0,705.0,0.3661966666666666
205,0.4088803088803088,0.6781853281853281,0.2306949806949807,0.587065637065637,0.7693050193050193,0.587065637065637,3120023,서울시청,발달상권,0.9195910144735856,0.9161172303916544,0.5,102603883.9205298,17.875,1,1936648309,Q4_레드오션,False,0.6781853281853281,86.38996138996139,94.5945945945946,70.75289575289575,0.4826254826254826,82.33590733590734,2,72.77992277992279,"5호선 광화문역, 2호선 을지로입구역",48.0,15371.0,2994239.0,10.0,3.383226666666667
206,0.3855936293436293,0.6780646718146719,0.2075289575289575,0.5636583011583012,0.7924710424710425,0.5636583011583012,3130225,개봉중앙시장,전통시장,1.02902384383518,1.1942752370502343,1.0,32227743.55555556,5.75,0,217537269,Q1_검증시장공백,False,0.6780646718146719,68.62934362934364,80.01930501930502,26.158301158301157,51.78571428571429,31.66023166023166,1,31.467181467181465,"1호선 개봉역, 1호선 오류동역",26.0,3096.0,2406480.0,1332.0,0.6851966666666666
207,0.396476833976834,0.6773648648648649,0.219111969111969,0.5738416988416989,0.7808880308880309,0.5738416988416989,3110789,대림성모병원,골목상권,0.9763342699334352,1.1979051730801484,1.0,18933350.375,7.0,0,151466803,Q1_검증시장공백,False,0.6773648648648649,75.4826254826255,40.92664092664093,24.13127413127413,38.32046332046332,61.003861003861005,2,72.77992277992279,"2호선 신대방역, 2호선 구로디지털단지역, 2호선, 7호선 대림역, 7호선 신풍역",31.0,549.0,2385574.0,960.0,1.41539
208,0.4435629826254826,0.6771537162162162,0.2664092664092664,0.6207166988416989,0.7335907335907336,0.6207166988416989,3130216,화곡중앙시장,전통시장,0.8014531693381848,0.8454397486084342,1.0,49125780.52173913,1.875,0,141236619,Q1_검증시장공백,False,0.6771537162162162,50.965250965250966,12.065637065637064,16.312741312741313,19.44980694980695,47.58687258687259,2,72.77992277992279,"2호선, 5호선 까치산역, 5호선 화곡역",17.0,186.0,2321665.0,510.0,1.0514
209,0.3417109073359073,0.6766529922779922,0.165057915057915,0.5183638996138996,0.834942084942085,0.5183638996138996,3110148,어린이대공원역 3번,골목상권,1.2129515363673669,0.9566952220066918,1.0,15533291.6,9.0,0,155332916,Q1_검증시장공백,False,0.6766529922779922,0.8204633204633204,0.9652509652509652,27.413127413127413,45.656370656370655,43.24324324324324,1,31.467181467181465,7호선 어린이대공원역,1.0,22.0,2418795.0,1155.0,0.95367
210,0.4081081081081081,0.6764478764478765,0.2316602316602316,0.5845559845559846,0.7683397683397684,0.5845559845559846,3110207,시립대앞사거리,골목상권,0.9192946948276736,0.7054503766502785,1.0,26752590.25,3.0,0,107010361,Q1_검증시장공백,False,0.6764478764478765,2.557915057915058,0.09652509652509653,10.907335907335908,23.262548262548265,71.28378378378379,1,31.467181467181465,1호선 회기역,2.0,6.0,2272238.0,593.0,2.0106066666666664
211,0.5996621621621622,0.6759169884169884,0.4237451737451737,0.7755791505791506,0.5762548262548263,0.7755791505791506,3120222,삼성역,발달상권,0.2987839242981422,0.0276275521043779,1.0,192055279.30176213,49.44444444444444,0,9688121867,Q1_검증시장공백,False,0.6759169884169884,94.83590733590734,99.7104247104247,92.27799227799228,16.988416988416986,92.56756756756756,1,31.467181467181465,2호선 삼성역,86.0,109259.0,4017738.0,461.0,5.4377233333333335
212,0.4228040540540539,0.675699806949807,0.247104247104247,0.598503861003861,0.752895752895753,0.598503861003861,3110792,영등포역 2번,골목상권,0.8814479445895884,0.7276681080812897,1.0,71264717.33333333,2.0,0,213794152,Q1_검증시장공백,False,0.675699806949807,55.6949806949807,39.67181467181467,25.675675675675674,75.96525096525096,93.29150579150578,1,31.467181467181465,1호선 영등포역,19.0,534.0,2401852.0,2315.0,5.825683333333334
