가게명,카테고리,지번주소,도로명주소,전화번호,lon,lat,카카오_url,검색어,leaf_count,herb_count,filter_result
티하우스레몬 신용산,음식점 > 카페,서울 용산구 한강로2가 422,서울 용산구 한강대로 95,02-798-9008,126.9674908159398,37.52970321313072,http://place.map.kakao.com/2137344875,원효로2동 티하우스,95004,7,KEEP
오설록 티하우스 용산파크점,음식점 > 카페 > 오설록 티하우스,서울 용산구 한강로2가 424,서울 용산구 한강대로 100,070-5172-1170,126.9688489173758,37.52852957402794,http://place.map.kakao.com/1952344807,원효로2동 티하우스,5088,2129,KEEP
산수화 티하우스,음식점 > 카페 > 전통찻집,서울 용산구 한남동 68-27,서울 용산구 한남대로20길 21-14,02-749-3138,127.008902085488,37.5353142821435,http://place.map.kakao.com/26965498,필동 티하우스,2254,24,KEEP
팔공티 용산아이파크몰점,음식점 > 카페 > 팔공티,서울 용산구 한강로3가 40-999,서울 용산구 한강대로23길 55,,126.964322282747,37.5289418530856,http://place.map.kakao.com/1643221814,한강로동 티카페,1455,555,KEEP
세라젬카페오가다 신사점,음식점 > 카페 > 전통찻집 > 오가다,서울 강남구 신사동 549-5,서울 강남구 압구정로 140,02-3445-0325,127.023996456712,37.5246371136363,http://place.map.kakao.com/108066694,이태원1동 찻집,126,128,KEEP
위긴티식스,음식점 > 카페,서울 용산구 이태원동 63-4,서울 용산구 이태원로14길 19,070-8869-2316,126.990794910744,37.5335302772141,http://place.map.kakao.com/2059596566,이태원1동 티카페,1,0,KEEP
찻집 달리아,음식점 > 카페 > 전통찻집,서울 강남구 신사동 567-22,서울 강남구 압구정로28길 48,010-6327-7834,127.027444096515,37.5233677514146,http://place.map.kakao.com/2049545299,서빙고동 찻집,86,21,KEEP
지유명차 압구정점,음식점 > 카페 > 전통찻집,서울 강남구 신사동 583-3,서울 강남구 논현로 841,02-595-7555,127.0278799189602,37.52415152148452,http://place.map.kakao.com/806891065,서빙고동 찻집,259,0,KEEP
티하우스레몬 신반포점,음식점 > 카페,서울 서초구 반포동 19-4,서울 서초구 신반포로 194,02-595-6209,127.00705170846663,37.50606695004771,http://place.map.kakao.com/545511724,서빙고동 티하우스,89591,0,KEEP
아도 티하우스 계영배점,음식점 > 카페 > 전통찻집,서울 강남구 신사동 616-6,서울 강남구 언주로173길 16,0507-1354-7490,127.0321634729324,37.528186921983256,http://place.map.kakao.com/901731227,응봉동 찻집,1338,0,KEEP
맥파이앤타이거 성수티룸,음식점 > 카페,서울 성동구 성수동2가 315-108,서울 성동구 성수이로 97,010-7431-5090,127.05658454691908,37.54364792526845,http://place.map.kakao.com/1492088819,응봉동 티룸,25903,18371,KEEP
행복한뜨락,음식점 > 카페 > 전통찻집,서울 광진구 자양동 236,서울 광진구 동일로 56,010-9492-0450,127.0619251505675,37.53776892491227,http://place.map.kakao.com/604878835,성수1가2동 찻집,644,415,KEEP
소로차실,음식점 > 카페 > 전통찻집,서울 강남구 청담동 119-8,서울 강남구 압구정로79길 8,,127.04776007676,37.5249596615398,http://place.map.kakao.com/1963987991,성수1가2동 찻집,197,5,KEEP
티하우스 하다,음식점 > 카페,서울 강남구 청담동 16,서울 강남구 선릉로146길 54,,127.0440722846174,37.52138051126469,http://place.map.kakao.com/976913732,성수1가2동 티하우스,119851,290,KEEP
다루,음식점 > 카페 > 전통찻집,서울 광진구 중곡동 244-27,서울 광진구 능동로43길 38,010-2387-5675,127.079680751221,37.5617518638381,http://place.map.kakao.com/32633515,용답동 찻집,1151,624,KEEP
로해서울,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 59-17,서울 강남구 영동대로129길 20,,127.055731917847,37.5185563467127,http://place.map.kakao.com/2131434744,성수2가1동 찻집,36,6,KEEP
지유명차 청담점,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 1-4,서울 강남구 선릉로 670,02-517-5634,127.041748409823,37.5166889311328,http://place.map.kakao.com/18176517,성수2가1동 찻집,267,2,KEEP
봉은사 연회다원,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 73,서울 강남구 봉은사로 531,02-3218-4970,127.05728004208191,37.51500024649973,http://place.map.kakao.com/407185168,성수2가1동 찻집,1053,245,KEEP
보이다원,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 24-21,서울 강남구 삼성로115길 16-5,02-545-3983,127.05049101479,37.5149546894921,http://place.map.kakao.com/1457443107,성수2가1동 찻집,9065,316,KEEP
토끼의시골집,음식점 > 카페,서울 광진구 자양동 598-8,서울 광진구 뚝섬로46길 39,0507-1485-0773,127.076629580381,37.5310325268049,http://place.map.kakao.com/1602893273,성수2가1동 티룸,55480,382,KEEP
티하우스 청담,음식점 > 카페,서울 강남구 삼성동 57-11,서울 강남구 삼성로120길 52-1,010-2734-4109,127.05462588419054,37.51890825465803,http://place.map.kakao.com/842804455,성수2가1동 티하우스,23757,61,KEEP
녹원,음식점 > 카페 > 전통찻집,서울 동대문구 회기동 16-43,서울 동대문구 경희대로 14,02-6081-2018,127.05273793630664,37.592771985615606,http://place.map.kakao.com/8232347,청계천박물관 찻집,2804,1592,KEEP
행복전통차,음식점 > 카페 > 전통찻집,서울 송파구 신천동 7,서울 송파구 올림픽로35길 104,0502-5552-6915,127.103770483815,37.5200366940963,http://place.map.kakao.com/1253367354,자양2동 찻집,8617,13050,KEEP
고호재 잠실 롯데월드몰점,음식점 > 카페 > 전통찻집,서울 송파구 신천동 29,서울 송파구 올림픽로 300,02-3213-4561,127.10448202125885,37.51355605203969,http://place.map.kakao.com/400486337,자양2동 찻집,15438,1491,KEEP
로네펠트티하우스 코엑스점,음식점 > 카페,서울 강남구 삼성동 159,서울 강남구 영동대로 513,02-551-1823,127.05970168588811,37.51062827671764,http://place.map.kakao.com/26897614,자양2동 티하우스,6861,5,KEEP
수제전통차 제이유,음식점 > 카페 > 전통찻집,서울 중랑구 면목동 185-66,서울 중랑구 망우로30길 47,010-9996-1208,127.07534738425666,37.5913649826614,http://place.map.kakao.com/1057953101,중곡3동 찻집,0,21,REMOVE
티하우스일지 현대백화점무역센터점,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 159-7,서울 강남구 테헤란로 517,,127.059799582126,37.5085766398773,http://place.map.kakao.com/318735925,자양4동 찻집,191543,141802,KEEP
수잔라메종 티룸,음식점 > 카페,서울 강남구 삼성동 117-16,서울 강남구 봉은사로78길 8,,127.052660821745,37.512184055892,http://place.map.kakao.com/1586511568,자양4동 티룸,1072,219,KEEP
하루의에프터눈티,음식점 > 카페,서울 광진구 중곡동 69-18,서울 광진구 긴고랑로 153,,127.091985726576,37.5587741343468,http://place.map.kakao.com/577760983,중곡4동 티카페,334718,8,KEEP
정성찻집,음식점 > 카페 > 전통찻집,서울 강동구 천호동 288-28,서울 강동구 상암로12길 9,02-470-9278,127.128483973837,37.5491759716047,http://place.map.kakao.com/1303524998,광장동 찻집,13641,14162,KEEP
티하우스,음식점 > 카페,서울 강동구 암사동 504-1,서울 강동구 상암로5길 77,010-2957-2932,127.1280968862,37.5537651732943,http://place.map.kakao.com/1242236586,광장동 티하우스,1207297,2849,KEEP
카페티에드,음식점 > 카페 > 커피전문점,서울 강동구 천호동 409-50,서울 강동구 천호대로157길 52,02-475-0011,127.127986033872,37.5398980274511,http://place.map.kakao.com/868075887,광장동 티카페,36,7,KEEP
별찻집커피,음식점 > 카페,서울 중랑구 중화동 302-49,서울 중랑구 동일로123길 34,,127.078190509343,37.5978367569829,http://place.map.kakao.com/1564806108,회기역 찻집,4927,2112,KEEP
양원재,음식점 > 카페 > 전통찻집,서울 중랑구 중화동 450,서울 중랑구 동일로 752,010-7914-8809,127.08068681169964,37.59729538323916,http://place.map.kakao.com/194615257,회기동 찻집,80,7,KEEP
T&J카페,음식점 > 카페 > 전통찻집,서울 성북구 종암동 81-49,서울 성북구 종암로21길 89,02-925-2470,127.0316041238,37.602077765431,http://place.map.kakao.com/886857810,회기동 찻집,5,2,KEEP
티그라운드,음식점 > 카페,서울 동대문구 장안동 315-18,서울 동대문구 사가정로 272,02-6014-0770,127.0750785259166,37.579585573456704,http://place.map.kakao.com/27259173,장안2동 티카페,8386,2710,KEEP
티하우스나니,음식점 > 카페 > 전통찻집,서울 중랑구 신내동 493-46,서울 중랑구 용마산로117길 26,02-433-2726,127.09883697749932,37.6003107103283,http://place.map.kakao.com/119112939,이문1동 찻집,49630,138,KEEP
지유명차 미아점,음식점 > 카페 > 전통찻집,서울 강북구 미아동 197-19,서울 강북구 솔매로49길 8,,127.02687034896162,37.62676602561428,http://place.map.kakao.com/141289892,월곡1동 찻집,208,1,KEEP
무위산방,음식점 > 카페 > 전통찻집,서울 성북구 정릉동 820-4,서울 성북구 보국문로 195,,126.999510684857,37.617532160889,http://place.map.kakao.com/1165866558,길상사 찻집,335,24,KEEP
마을찻집고운울림,음식점 > 카페,서울 강북구 수유동 498-16,서울 강북구 인수봉로 159,070-4119-4116,127.012167745227,37.6348773326851,http://place.map.kakao.com/897190632,정릉3동 찻집,3495,2767,KEEP
마을찻집 마주이야기,음식점 > 카페,서울 강북구 수유동 435-50,서울 강북구 인수봉로55길 10,070-8615-6011,127.012304025716,37.6368666941643,http://place.map.kakao.com/1790001043,정릉4동 찻집,48568,35984,KEEP
연화 전통찻집,음식점 > 카페 > 전통찻집,서울 강북구 수유동 254-27,서울 강북구 한천로 1130,,127.019172082958,37.6457197526496,http://place.map.kakao.com/2117800190,수유2동 찻집,239,114,KEEP
다정도병인양,음식점 > 카페 > 전통찻집,서울 강북구 수유동 567-6,서울 강북구 4.19로 41-1,02-990-4190,127.009676852869,37.646977785907296,http://place.map.kakao.com/856213664,수유2동 찻집,108,324,KEEP
티하우스다드림,음식점 > 카페 > 전통찻집,서울 도봉구 창동 338,서울 도봉구 노해로 341,010-2990-2593,127.045905473553,37.6514381283112,http://place.map.kakao.com/1503128545,수유2동 찻집,717,23,KEEP
마이컵오브티,음식점 > 카페,서울 강북구 수유동 472-96,서울 강북구 덕릉로 26-12,,127.016582495307,37.633500088834,http://place.map.kakao.com/1455514165,수유1동 티카페,22815,41,KEEP
지유명차 수락산점,음식점 > 카페 > 전통찻집,서울 노원구 상계동 1120-27,서울 노원구 동일로242길 23,02-409-5634,127.056834246242,37.675618402054,http://place.map.kakao.com/639792307,도봉1동 찻집,204,0,KEEP
카페사계,음식점 > 카페 > 전통찻집,서울 노원구 상계동 1002,서울 노원구 동일로242길 109,,127.061279342721,37.6747539392266,http://place.map.kakao.com/25840568,도봉1동 찻집,3786,312,KEEP
온각,음식점 > 카페 > 전통찻집,서울 영등포구 대림동 721-13,서울 영등포구 대림로27나길 14-1,,126.898161332517,37.4960914774169,http://place.map.kakao.com/927797226,신길5동 찻집,105,222,KEEP
차랑,음식점 > 카페 > 전통찻집,서울 영등포구 대림동 1019-26,서울 영등포구 대림로 101,02-846-5999,126.90311684306,37.4906968125821,http://place.map.kakao.com/67898018,신길5동 찻집,463716,29591,KEEP
지유명차 보라매점,음식점 > 카페 > 전통찻집,서울 영등포구 신길동 4403,서울 영등포구 여의대방로 93-1,,126.916994971741,37.4975189894814,http://place.map.kakao.com/1233440143,신길5동 찻집,209,0,KEEP
아도 티하우스,음식점 > 카페 > 전통찻집,서울 영등포구 문래동2가 17-1,서울 영등포구 도림로125길 16,0507-1364-7490,126.894765384221,37.513044514834,http://place.map.kakao.com/1637094739,신길5동 찻집,1584,6,KEEP
차마루 서울직영점,음식점 > 카페 > 전통찻집,서울 구로구 구로동 741-27,서울 구로구 구로동로26길 54,010-2826-1445,126.88713363881205,37.48992938240054,http://place.map.kakao.com/1109948694,신길5동 찻집,7,19,KEEP
미다원 구로점,음식점 > 카페 > 전통찻집,서울 구로구 구로동 212-8,서울 구로구 디지털로 288,0507-1427-2350,126.8954941810916,37.48356334478871,http://place.map.kakao.com/27387271,신길5동 찻집,0,0,UNKNOWN
지유명차 서부목동점,음식점 > 카페 > 전통찻집,서울 영등포구 양평동3가 1-2,서울 영등포구 양산로 77,02-2672-5634,126.891755342583,37.5249323287511,http://place.map.kakao.com/9419709,신길5동 찻집,58,5,KEEP
다랑,음식점 > 카페 > 전통찻집,서울 영등포구 당산동 173-34,서울 영등포구 국회대로53길 28,02-2646-5592,126.90651133686424,37.52790652375757,http://place.map.kakao.com/500947044,신길5동 찻집,633851,533,KEEP
티하우스 여백,음식점 > 카페,서울 영등포구 당산동2가 30-12,서울 영등포구 영등포로 91,,126.8917456248,37.5222626506212,http://place.map.kakao.com/1736924250,신길5동 티하우스,7204,15,KEEP
오가다 서울마리오아울렛점,음식점 > 카페 > 전통찻집 > 오가다,서울 금천구 가산동 60-22,서울 금천구 디지털로 185,070-8860-7803,126.88730006449792,37.47850115475583,http://place.map.kakao.com/2037414574,대림1동 찻집,111,89,KEEP
찻집 순수,음식점 > 카페,서울 금천구 독산동 991-47,서울 금천구 독산로92길 10,0503-7152-3437,126.90390737861068,37.47381526182761,http://place.map.kakao.com/1966023163,대림1동 찻집,3716,1870,KEEP
지유명차 가산점,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 금천구 가산동 452-1,서울 금천구 가산디지털2로 143,02-6335-5634,126.87788885533293,37.48078937552354,http://place.map.kakao.com/1878037109,대림1동 찻집,1008,3,KEEP
시원재,음식점 > 카페 > 전통찻집,서울 영등포구 여의도동 17-1,서울 영등포구 국회대로 750,02-782-1468,126.91664407882716,37.52832406578816,http://place.map.kakao.com/13018792,영등포동 찻집,12,49,KEEP
티하우스,음식점 > 카페,서울 영등포구 양평동3가 48,서울 영등포구 선유로 146,02-2068-6489,126.89158119834,37.5272279213934,http://place.map.kakao.com/407209269,영등포동 티하우스,1207297,2849,KEEP
카페진정성 한강편 티하우스 천천히하다 서,음식점 > 카페,서울 영등포구 당산동 71-2,서울 영등포구 선유로 314,02-2633-9507,126.90132196163933,37.53994687777221,http://place.map.kakao.com/781310571,영등포시장역 티하우스,42957,14305,KEEP
지유명차 은평뉴타운점,음식점 > 카페 > 전통찻집,서울 은평구 진관동 105,서울 은평구 진관2로 60,0506-625-1407,126.92316399605392,37.6339816885395,http://place.map.kakao.com/1736201218,불광1동 찻집,111,2,KEEP
비원,음식점 > 카페 > 전통찻집,서울 마포구 성산동 114-7,서울 마포구 월드컵북로12안길 3,070-4035-3254,126.91528227657,37.5620474878147,http://place.map.kakao.com/2142484746,가좌역 찻집,2529,1962,KEEP
동동 찻집,음식점 > 카페 > 전통찻집,서울 마포구 연남동 390-65,서울 마포구 동교로38안길 11,0503-7151-8009,126.924725949482,37.5623881561013,http://place.map.kakao.com/1269050664,가좌역 찻집,2297,5773,KEEP
호랑티티,음식점 > 카페 > 전통찻집,서울 마포구 동교동 204-36,서울 마포구 월드컵북로4길 61,0503-7150-4497,126.922249833871,37.5587870698599,http://place.map.kakao.com/1681824603,가좌역 찻집,216,13,KEEP
지유명차 서교점,음식점 > 카페 > 전통찻집,서울 마포구 서교동 247-206,서울 마포구 잔다리로 128,0503-7150-0356,126.91334332132644,37.55824657768508,http://place.map.kakao.com/595359620,가좌역 찻집,212,0,KEEP
탄정,음식점 > 카페 > 전통찻집,서울 서대문구 연희동 129-6,서울 서대문구 연희로11가길 8-8,010-9717-7061,126.929006762932,37.5681400630355,http://place.map.kakao.com/954722523,가좌역 찻집,26,6,KEEP
어차 연남점,음식점 > 카페 > 전통찻집,서울 마포구 동교동 147-21,서울 마포구 양화로23길 20,070-4110-2027,126.925279125105,37.5592818711369,http://place.map.kakao.com/1963539723,가좌역 찻집,98,5,KEEP
티노마드,음식점 > 카페 > 전통찻집,서울 마포구 망원동 414-83,서울 마포구 포은로 112,02-545-5084,126.904684618711,37.5569559844524,http://place.map.kakao.com/731433223,가좌역 찻집,2222,527,KEEP
아르가,음식점 > 카페 > 전통찻집,서울 서대문구 연희동 132-83,서울 서대문구 연희맛로 31-10,,126.930414838769,37.5681823471688,http://place.map.kakao.com/501058991,가좌역 찻집,182,169,KEEP
두레차,음식점 > 카페 > 전통찻집,서울 마포구 서교동 346-29,서울 마포구 홍익로2길 27,02-338-1543,126.923993396563,37.5548382332964,http://place.map.kakao.com/14707067,가좌역 찻집,395,104,KEEP
커차그,음식점 > 카페 > 전통찻집,서울 마포구 망원동 379-32,서울 마포구 월드컵로13길 19-23,,126.90941660890904,37.55498832760559,http://place.map.kakao.com/41281308,가좌역 찻집,430,3,KEEP
티아레나,음식점 > 카페,서울 서대문구 연희동 133-21,서울 서대문구 연희맛로 43-2,0502-5550-7338,126.931087793186,37.5687701909529,http://place.map.kakao.com/292935948,가좌역 찻집,1369,70,KEEP
조앤도슨티룸,음식점 > 카페,서울 마포구 연남동 241-31,서울 마포구 성미산로29길 24,010-7663-1002,126.92239270609,37.5650761190008,http://place.map.kakao.com/637125338,연희동 티룸,5977,4145,KEEP
포담 티하우스,음식점 > 카페,서울 마포구 연남동 223-111,서울 마포구 성미산로 165-6,02-3144-6680,126.92473033925334,37.56477489783797,http://place.map.kakao.com/1611311586,연희동 티하우스,2384,26,KEEP
베러댄알콜,음식점 > 카페,서울 마포구 망원동 399-44,서울 마포구 희우정로16길 50,070-8251-0466,126.90471685501248,37.55474856717831,http://place.map.kakao.com/163310640,가좌역 티카페,850,16,KEEP
사이,음식점 > 카페,서울 마포구 합정동 200-3,서울 마포구 토정로4길 6-4,0502-5552-7994,126.914497834165,37.5452793559209,http://place.map.kakao.com/475357829,홍대입구역 티룸,912951,1053364,KEEP
명금탕,음식점 > 카페 > 전통찻집,서울 은평구 진관동 205-6,서울 은평구 진관길 5,02-739-0394,126.939150661559,37.6423368390277,http://place.map.kakao.com/1200602899,불광2동 찻집,251,414,KEEP
진관사 연지원,음식점 > 카페 > 전통찻집,서울 은평구 진관동 354,서울 은평구 진관길 73,,126.94660232779133,37.638154472704734,http://place.map.kakao.com/1423199719,불광2동 찻집,60,686,KEEP
산중다원,음식점 > 카페 > 전통찻집,서울 은평구 진관동 303-21,서울 은평구 의상봉길 31,02-371-0707,126.942405574906,37.6530493636747,http://place.map.kakao.com/17063917,진관동 찻집,2733,522,KEEP
전통찻집담소,음식점 > 카페 > 전통찻집,서울 마포구 상암동 1605,서울 마포구 월드컵북로 396,02-2132-8833,126.8897960351835,37.57946340314886,http://place.map.kakao.com/2026712432,북가좌1동 찻집,2123,2880,KEEP
레오폴트스튜디오,음식점 > 카페 > 전통찻집,서울 영등포구 양평동5가 88-4,서울 영등포구 양평로22길 11,,126.894468898197,37.5388426337118,http://place.map.kakao.com/1561964529,서교동 찻집,170,3,KEEP
오가다 강동점,음식점 > 카페 > 전통찻집 > 오가다,서울 강동구 천호동 51-7,서울 강동구 양재대로 1517,070-8691-2459,127.14077210699976,37.5411809164635,http://place.map.kakao.com/782330247,길동 찻집,8,6,KEEP
지유명차 명일점,음식점 > 카페 > 전통찻집,서울 강동구 명일동 242-6,서울 강동구 상암로63길 43,02-455-1298,127.15396364072282,37.54848416526677,http://place.map.kakao.com/216215361,길동 찻집,262,1,KEEP
전통찻집 카페수요일,음식점 > 카페 > 전통찻집,서울 강동구 명일동 47-18,서울 강동구 동남로 891,02-3427-6767,127.1559370546503,37.55330371413975,http://place.map.kakao.com/16704632,길동 찻집,66766,67897,KEEP
수다마실,음식점 > 카페 > 전통찻집,서울 강동구 명일동 48-6,서울 강동구 동남로 885,010-5342-5301,127.15597644000532,37.55265314216527,http://place.map.kakao.com/564693036,길동 찻집,28006,11969,KEEP
오가다 서울강동경희대병원점,음식점 > 카페 > 전통찻집 > 오가다,서울 강동구 상일동 149,서울 강동구 동남로 892,02-440-8945,127.15762664874676,37.55355618253292,http://place.map.kakao.com/649855578,길동 찻집,56,57,KEEP
인사동전통찻집,음식점 > 카페 > 전통찻집,서울 강동구 상일동 242,서울 강동구 상일로7길 12-9,,127.171948336796,37.5503442322828,http://place.map.kakao.com/1061326492,길동 찻집,5212,10462,KEEP
로네펠트티하우스 이케아강동점,음식점 > 카페,서울 강동구 고덕동 353-23,서울 강동구 고덕비즈밸리로 51,,127.157333362387,37.5666600295608,http://place.map.kakao.com/1945894423,고덕1동 티하우스,211,2,KEEP
담소원전통찻집,음식점 > 카페 > 전통찻집,서울 양천구 신월동 535-7,서울 양천구 신월로 185,,126.84334828296922,37.51949545804548,http://place.map.kakao.com/1965583237,신월3동 찻집,5,5,KEEP
지유명차 마곡점,음식점 > 카페 > 전통찻집,서울 강서구 마곡동 728-159,서울 강서구 공항대로 206,02-2662-5634,126.830265032025,37.5588924878528,http://place.map.kakao.com/740368256,신월3동 찻집,329,0,KEEP
나연건강카페,음식점 > 카페 > 전통찻집,서울 강서구 화곡동 798-19,서울 강서구 곰달래로55길 18,,126.860691736529,37.5328484045514,http://place.map.kakao.com/1523425355,신월3동 찻집,441,232,KEEP
티오르카페,음식점 > 카페,서울 강서구 마곡동 773,서울 강서구 마곡중앙로 76,010-4264-0325,126.827507936999,37.5603949572859,http://place.map.kakao.com/699398417,신월3동 티카페,1,6,KEEP
지유명차 화곡점,음식점 > 카페 > 전통찻집,서울 강서구 화곡동 1128-2,서울 강서구 까치산로28길 6,010-4939-5634,126.85411195400609,37.55355442115979,http://place.map.kakao.com/505478075,신월5동 찻집,379,6,KEEP
오가다 서울목동파라곤점,음식점 > 카페 > 전통찻집 > 오가다,서울 양천구 목동 917,서울 양천구 목동서로 155,02-2652-0543,126.87517684334296,37.52951107803039,http://place.map.kakao.com/1853130760,고척2동 찻집,75,87,KEEP
대운차향,음식점 > 카페 > 전통찻집,서울 양천구 목동 788-12,서울 양천구 목동중앙서로7가길 38,,126.864111790908,37.5335497636631,http://place.map.kakao.com/1088281740,화곡6동 찻집,1233,5,KEEP
태허루,음식점 > 카페 > 전통찻집,서울 금천구 독산동 1155,서울 금천구 시흥대로 291,010-5577-1589,126.896672748241,37.4594335288971,http://place.map.kakao.com/1465883133,시흥3동 찻집,0,2,REMOVE
차연,음식점 > 카페 > 전통찻집,서울 관악구 신림동 1516-10,서울 관악구 호암로26길 71,02-883-3479,126.937567586912,37.470299573795,http://place.map.kakao.com/16091771,삼성산자연공원 찻집,2963,948,KEEP
티소트,음식점 > 카페,서울 강서구 화곡동 341-92,서울 강서구 강서로12길 15,,126.84773054332,37.531724173686,http://place.map.kakao.com/1769490368,화곡8동 티카페,8,2,KEEP
오설록티하우스 현대백화점 목동점,음식점 > 카페 > 오설록 티하우스,서울 양천구 목동 916,서울 양천구 목동동로 257,02-2163-2072,126.8749903924984,37.526667320799326,http://place.map.kakao.com/18629848,목1동 티카페,51701,7011,KEEP
차마시는뜰 (휴업중),음식점 > 카페 > 전통찻집,서울 송파구 오금동 164,서울 송파구 동남로 272,010-9680-0688,127.1364310483756,37.49986964923044,http://place.map.kakao.com/8082652,문정1동 찻집,36918,0,KEEP
지유명차 송파점,음식점 > 카페 > 전통찻집,서울 송파구 오금동 46-1,서울 송파구 오금로35길 12,0507-1307-0618,127.12713562184528,37.50417691274213,http://place.map.kakao.com/77969319,문정1동 찻집,753,11,KEEP
람가헌,음식점 > 카페 > 전통찻집,서울 송파구 장지동 362-2,서울 송파구 위례순환로 478,02-543-5634,127.13407831675734,37.4774624915802,http://place.map.kakao.com/9786388,문정1동 찻집,75,3,KEEP
청복 보이차,음식점 > 카페 > 전통찻집,서울 송파구 장지동 880-1,서울 송파구 위례광장로 199,02-2088-3546,127.142787136809,37.4817005434945,http://place.map.kakao.com/1460857382,문정1동 찻집,101,0,KEEP
슬기네찻집,음식점 > 카페 > 전통찻집,서울 송파구 거여동 579,서울 송파구 성내천로63길 8,02-431-7737,127.157499697026,37.4902279023889,http://place.map.kakao.com/27262857,문정1동 찻집,118,74,KEEP
유정임보이차,음식점 > 카페 > 전통찻집,서울 관악구 봉천동 181-7,서울 관악구 남부순환로248길 68,0503-7150-7963,126.965992559806,37.4731367418585,http://place.map.kakao.com/1215762160,대학동 찻집,370,6,KEEP
오가다 대한무역투자진흥공사점,음식점 > 카페 > 전통찻집 > 오가다,서울 서초구 염곡동 300-6,서울 서초구 헌릉로 7,02-3497-1070,127.04405409187451,37.46539013686462,http://place.map.kakao.com/1915638216,양재2동 찻집,15562,25,KEEP
당신의보이차,음식점 > 카페 > 전통찻집,서울 강남구 역삼동 835-33,서울 강남구 도곡로11길 10,,127.035769609851,37.4915519400015,http://place.map.kakao.com/1110191152,양재2동 찻집,13385,971,KEEP
웰빙찻집 다정다감,음식점 > 카페 > 전통찻집,서울 서초구 신원동 607,서울 서초구 청계산로 189,02-579-5280,127.05528538210122,37.44834906968367,http://place.map.kakao.com/2073821355,양재2동 찻집,53,27,KEEP
오가다 서울대치점,음식점 > 카페 > 전통찻집 > 오가다,서울 강남구 대치동 919,서울 강남구 역삼로64길 9,02-6101-1910,127.05309305692876,37.50043628813387,http://place.map.kakao.com/1380572856,매봉역 찻집,1,8,KEEP
예향,음식점 > 카페 > 전통찻집,서울 강남구 역삼동 823,서울 강남구 테헤란로 124,010-5009-8874,127.031619337256,37.4987656833544,http://place.map.kakao.com/16301232,매봉역 찻집,1947,1393,KEEP
무미다점 바이 이스턴에디션,음식점 > 카페 > 전통찻집,서울 강남구 논현동 85-8,서울 강남구 언주로133길 17,,127.033857239577,37.5160643582198,http://place.map.kakao.com/1191441011,논현2동 찻집,259,186,KEEP
티하우스 절기,음식점 > 카페 > 전통찻집,서울 강남구 역삼동 681-16,서울 강남구 봉은사로 306,0507-1327-6475,127.04065273431,37.5090974528202,http://place.map.kakao.com/1847225466,논현2동 찻집,1412,9,KEEP
선릉마실길,음식점 > 카페 > 전통찻집,서울 강남구 삼성동 140,서울 강남구 선릉로 530,02-557-2226,127.047569922389,37.5069811123957,http://place.map.kakao.com/16587715,논현2동 찻집,506,537,KEEP
하모니,음식점 > 카페 > 전통찻집,서울 강남구 논현동 202-9,서울 강남구 봉은사로 123,,127.027143520445,37.5055567760198,http://place.map.kakao.com/19337771,논현2동 찻집,13394,9917,KEEP
라오상하이 찻집 논현점,음식점 > 카페,서울 강남구 논현동 209-5,서울 강남구 학동로38길 6,02-511-5473,127.034304480806,37.5145577509229,http://place.map.kakao.com/1279938028,논현2동 찻집,257,3,KEEP
로네펠트티하우스 선릉점,음식점 > 카페,서울 강남구 삼성동 142-21,서울 강남구 테헤란로69길 13,02-553-7949,127.0522295087066,37.50678092294778,http://place.map.kakao.com/407326929,논현2동 티하우스,6435,2,KEEP
앨리스스튜디오&티카페,음식점 > 카페 > 테마카페,서울 강남구 논현동 211-21,서울 강남구 언주로 641,070-4272-5108,127.034860703041,37.5139413014008,http://place.map.kakao.com/2073991428,논현2동 티카페,925,0,KEEP
지유명차 서초점,음식점 > 카페 > 전통찻집,서울 서초구 서초동 1487-23,서울 서초구 명달로8길 17,02-522-5634,127.00613927801612,37.48181639622053,http://place.map.kakao.com/955634973,역삼1동 찻집,550,3,KEEP
다원식품,"서비스,산업 > 식품 > 음료,주류제조 > 차,커피",서울 서초구 서초동 1552-11,서울 서초구 반포대로28길 21-9,,127.009344613295,37.4910677383446,http://place.map.kakao.com/8304346,역삼1동 다원,24875,1442,KEEP
최찻집,음식점 > 카페,서울 서초구 방배동 456-1,서울 서초구 방배천로16길 18,02-6338-6978,126.983524546702,37.48194425129847,http://place.map.kakao.com/1770009288,사당1동 찻집,9,1,KEEP
콰이어트 크림티,음식점 > 카페,서울 송파구 삼전동 2-4,서울 송파구 삼전로12길 7,02-6402-0228,127.09103817476976,37.50644473983687,http://place.map.kakao.com/1140044495,삼전동 티카페,287,5,KEEP
티의수채화,음식점 > 카페,서울 강남구 일원동 687,서울 강남구 일원로 53,010-8332-7275,127.081808615442,37.4892575908143,http://place.map.kakao.com/540877577,일원1동 티카페,3751,748,KEEP
